,"GNAR(p,1)","GNAR(p,1)","GNAR(p,1)","GNAR(p,1)","GNAR(p,1)","GNAR(p,1)","GNAR(p,1)","GNAR(p,1)","GNAR(p,1)","GNAR(p,1)","GNAR(p,1)","GNAR(p,1)","GNAR(p,2)","GNAR(p,2)","GNAR(p,2)","GNAR(p,2)","GNAR(p,2)","GNAR(p,2)","GNAR(p,2)","GNAR(p,2)","GNAR(p,2)","GNAR(p,2)","GNAR(p,2)","GNAR(p,2)","GNAR(p,s)","GNAR(p,s)","GNAR(p,s)","GNAR(p,s)","GNAR(p,s)","GNAR(p,s)","GNAR(p,s)","GNAR(p,s)","GNAR(p,s)","GNAR(p,s)","GNAR(p,s)","GNAR(p,s)"
2010-08-01,3.180566055022383,3.141270054058345,3.100939951071961,3.0599543383239087,3.0186385200475288,2.9772700952804874,2.9360843973522535,2.89527956754612,2.8550211709761166,2.815446333545787,2.776667415662105,2.7387752559915564,3.1935077734705715,3.1640259623755815,3.131804184709611,3.097995476677424,3.063335428637503,3.0283091877706494,2.993248608507098,2.9583891444944883,2.923903498205201,2.889921815513726,2.8565440581613606,2.823847799383775,3.180566055022383,3.141270054058345,3.100939951071961,3.0599543383239087,3.0186385200475288,2.9772700952804874,2.9360843973522535,2.89527956754612,2.8550211709761166,2.815446333545787,2.776667415662105,2.7387752559915564
2010-09-01,3.0738724270923976,3.0455901168019537,3.0155279166853974,2.984108025473401,2.951693854409066,2.918597721338462,2.885087564636431,2.851392753314717,2.8177090982147526,2.7842031727791166,2.7510160440866995,2.718266502721675,3.091304215945693,3.077531839014868,3.0600428458107656,3.0398271101865197,3.0175786206278365,2.9938061787850265,2.968898738948822,2.9431644324779933,2.9168542805681894,2.89017695668813,2.8633082800313594,2.8363975739490854,3.0738724270923976,3.0455901168019537,3.0155279166853974,2.984108025473401,2.951693854409066,2.918597721338462,2.885087564636431,2.851392753314717,2.8177090982147526,2.7842031727791166,2.7510160440866995,2.718266502721675
2010-10-01,3.1728166093194696,3.133322847798115,3.092935982643285,3.052010531549429,3.010851953192432,2.96972150665609,2.9288410499535997,2.888397570124247,2.84854735006594,2.809419740656077,2.7711205412866526,2.7337350097789423,3.181302002540594,3.14907325871572,3.115420947435878,3.0810353719479893,3.0463658100045654,3.011716669397019,2.9773030904647504,2.9432832652147596,2.9097774047887213,2.8768790541396947,2.8446620160752873,2.8131847473958826,3.1728166093194696,3.133322847798115,3.092935982643285,3.052010531549429,3.010851953192432,2.96972150665609,2.9288410499535997,2.888397570124247,2.84854735006594,2.809419740656077,2.7711205412866526,2.7337350097789423
2010-11-01,3.173847999483203,3.1450307158678736,3.114079273655694,3.081457686114522,3.047570284265461,3.01276854845544,2.9773572592708755,2.9415999730090867,2.9057238677564294,2.8699240216831265,2.834367187860342,2.799195126501369,3.19087154413797,3.1781048274268815,3.1624603167368335,3.1444784068233584,3.1245730086294135,3.103081839895494,3.0802931622260887,3.056459916983758,3.0318072629750503,3.00653675515042,2.9808288760858943,2.9548447989906625,3.173847999483203,3.1450307158678736,3.114079273655694,3.081457686114522,3.047570284265461,3.01276854845544,2.9773572592708755,2.9415999730090867,2.9057238677564294,2.8699240216831265,2.834367187860342,2.799195126501369
2010-12-01,3.5761295485421547,3.515383016545208,3.454582394878499,3.394110521256271,3.334284720209412,3.2753657424538387,3.2175656475792196,3.1610546964031676,3.1059673450976297,3.0524074406320465,3.000452714780363,2.9501586668625044,3.5915226397524065,3.5460519078031667,3.5004502182356845,3.455055335555129,3.4101036444188066,3.3657660204420603,3.322169539072619,3.2794107565186623,3.237563977039995,3.1966865337925636,3.156822283619099,3.118004024955417,3.5761295485421547,3.515383016545208,3.454582394878499,3.394110521256271,3.334284720209412,3.2753657424538387,3.2175656475792196,3.1610546964031676,3.1059673450976297,3.0524074406320465,3.000452714780363,2.9501586668625044
2011-01-01,3.9243701146800625,3.861502456582832,3.798155625112325,3.7347020399976087,3.6714642587433537,3.608719292561909,3.5467030484615547,3.485614648102756,3.42562049225092,3.3668580099285217,3.309439072464163,3.253453076006077,3.950472229571676,3.910795999997314,3.868629960507738,3.8248791043891885,3.7801794389836245,3.7349914808435054,3.689658298635237,3.6444419969222666,3.599547010125383,3.5551352686382374,3.51133631217156,3.4682542275028267,3.9243701146800625,3.861502456582832,3.798155625112325,3.7347020399976087,3.6714642587433537,3.608719292561909,3.5467030484615547,3.485614648102756,3.42562049225092,3.3668580099285217,3.309439072464163,3.253453076006077
2011-02-01,4.2118474908586565,4.117398291208103,4.0253338334946775,3.935869989202825,3.8491604054081465,3.765307783079598,3.6843733357130217,3.606384670894127,3.5313423303236346,3.4592252017521097,3.3899949890628363,3.323599899393136,4.236848059843366,4.1662078724858755,4.097026206187419,4.029620851307048,3.964169301999572,3.900765119476534,3.83945039818918,3.780234716640824,3.7231064213905944,3.6680395351528015,3.614998140151343,3.56393927930417,4.2118474908586565,4.117398291208103,4.0253338334946775,3.935869989202825,3.8491604054081465,3.765307783079598,3.6843733357130217,3.606384670894127,3.5313423303236346,3.4592252017521097,3.3899949890628363,3.323599899393136
2011-03-01,3.8856821692805874,3.824082525519853,3.761676500380878,3.698961245388786,3.636353240773262,3.5741993961255134,3.5127867396631465,3.4523508294573277,3.3930830320062513,3.3351368099682146,3.278633149895313,3.223665246953929,3.903674797216624,3.85866373177877,3.8118805586336295,3.7640705364100775,3.7157872334122066,3.6674503554566007,3.619383058655211,3.57183669937559,3.525007757642018,3.479049782700829,3.43408209515147,3.3901963174469216,3.8856821692805874,3.824082525519853,3.761676500380878,3.698961245388786,3.636353240773262,3.5741993961255134,3.5127867396631465,3.4523508294573277,3.3930830320062513,3.3351368099682146,3.278633149895313,3.223665246953929
2011-04-01,4.4184363327357525,4.351258050165468,4.283162841463529,4.214522852649845,4.145681275333999,4.076948375464903,4.008600290904129,3.94087954206377,3.8739965630961564,3.808131801942101,3.7434380971881884,3.6800431454346723,4.447279594330709,4.403893461946712,4.355867396826895,4.304563920047158,4.251057161183764,4.196191597276352,4.140629963195318,4.084891611771953,4.0293828650547585,3.9744208539899164,3.9202521690372762,3.8670674301258194,4.4184363327357525,4.351258050165468,4.283162841463529,4.214522852649845,4.145681275333999,4.076948375464903,4.008600290904129,3.94087954206377,3.8739965630961564,3.808131801942101,3.7434380971881884,3.6800431454346723
2011-05-01,4.46813905096576,4.452041342606033,4.427403236175447,4.395495714456879,4.357451181461647,4.314276472334059,4.266864927560544,4.216007513508475,4.162403007878041,4.106667290528213,4.049341792312456,3.990901160396143,4.46432286544432,4.446373532000381,4.421919625475514,4.3921799999479045,4.358159564663415,4.320695604849371,4.280492409202872,4.238147237025919,4.194169926466085,4.148997855591459,4.103007511469457,4.056523578373121,4.46813905096576,4.452041342606033,4.427403236175447,4.395495714456879,4.357451181461647,4.314276472334059,4.266864927560544,4.216007513508475,4.162403007878041,4.106667290528213,4.049341792312456,3.990901160396143
2011-06-01,4.206443255317783,4.161759169179838,4.112748495538905,4.060286438942609,4.00514268566161,3.9479912757055176,3.8894200589808046,3.829939565081373,3.7699912065484185,3.7099547917931965,3.650155358062675,3.5908693546681127,4.207052919014481,4.162163824058921,4.112807361224702,4.060277110286959,4.005585271790961,3.949529171316086,3.8927406412410077,3.8357228047339165,3.7788776236372854,3.722526682906847,3.6669270176659645,3.6122832959216757,4.206443255317783,4.161759169179838,4.112748495538905,4.060286438942609,4.00514268566161,3.9479912757055176,3.8894200589808046,3.829939565081373,3.7699912065484185,3.7099547917931965,3.650155358062675,3.5908693546681127
2011-07-01,4.433113933345406,4.382204882788667,4.327468297700209,4.269708514102464,4.209632793243958,4.147861106640346,4.084935059960936,4.0213260206980594,3.957442508071689,3.8936368999822393,3.8302115092835907,3.767424079379036,4.432927549078103,4.381395501388264,4.3261510210034775,4.268367623296311,4.208984496848528,4.148752284770429,4.088269936808894,4.028014137965507,3.968362737164738,3.90961340555448,3.8519985359627027,3.7956971921027205,4.433113933345406,4.382204882788667,4.327468297700209,4.269708514102464,4.209632793243958,4.147861106640346,4.084935059960936,4.0213260206980594,3.957442508071689,3.8936368999822393,3.8302115092835907,3.767424079379036
2011-08-01,4.393077025393782,4.329528812932015,4.264365362583973,4.1981582734315435,4.131397829235503,4.0645041520884835,3.9978362964701146,3.931699855234058,3.8663534504742936,3.802014357350484,3.7388634301527004,3.677049449844256,4.412501415378881,4.369430572852211,4.325633269578171,4.281514997606698,4.2374055295258355,4.1935748715781695,4.150245109970769,4.107599292977647,4.065788181244499,4.024935464996654,3.9851418746789364,3.946488486808492,4.393077025393782,4.329528812932015,4.264365362583973,4.1981582734315435,4.131397829235503,4.0645041520884835,3.9978362964701146,3.931699855234058,3.8663534504742936,3.802014357350484,3.7388634301527004,3.677049449844256
2011-09-01,5.07042451963139,5.0171909074719,4.963037926877415,4.908189209637583,4.8528487334288,4.797201892107895,4.7414165704879725,4.685644211321042,4.630020866147939,4.574668223627507,4.519694610056838,4.465195957581773,5.081318577873087,5.04140231034078,5.0026652682020325,4.965087940239494,4.9286829458367,4.893478713624729,4.859510356112998,4.8268146889949275,4.795427614540448,4.76538283663695,4.7367113135859205,4.709441110406916,5.07042451963139,5.0171909074719,4.963037926877415,4.908189209637583,4.8528487334288,4.797201892107895,4.7414165704879725,4.685644211321042,4.630020866147939,4.574668223627507,4.519694610056838,4.465195957581773
2011-10-01,4.931833527927175,4.863538203663937,4.79532524069228,4.727384638221892,4.65988640835694,4.592981772427785,4.526804346184441,4.461471316789765,4.397084606561654,4.33373201529733,4.271488332508781,4.210416411707182,4.902763092121199,4.809003634846558,4.719408077081572,4.634223265231967,4.553453717344711,4.476974699462228,4.40459671904961,4.336102008379815,4.27126487993796,4.209862815081374,4.151682246856841,4.096521322602947,4.931833527927175,4.863538203663937,4.79532524069228,4.727384638221892,4.65988640835694,4.592981772427785,4.526804346184441,4.461471316789765,4.397084606561654,4.33373201529733,4.271488332508781,4.210416411707182
2011-11-01,4.692409257378577,4.622662399294764,4.552982920951801,4.483642583797303,4.4148728011650125,4.346870038909701,4.279800302786645,4.213802928963778,4.148993830777562,4.085468311682761,4.023303524678417,3.9625606379292364,4.664498686794536,4.570595790425491,4.480647809996927,4.394817993702363,4.313105696844102,4.235418631685448,4.161614872167883,4.091527340632981,4.024978112886159,3.961786777354751,3.9017753000311166,3.8447708195210746,4.692409257378577,4.622662399294764,4.552982920951801,4.483642583797303,4.4148728011650125,4.346870038909701,4.279800302786645,4.213802928963778,4.148993830777562,4.085468311682761,4.023303524678417,3.9625606379292364
2011-12-01,4.216505145423458,4.156728143807213,4.097240772310391,4.0382604442385075,3.979970776802027,3.9225257498281136,3.8660533437218385,3.8106587351426002,3.756427113412954,3.7034261689107852,3.651708295675089,3.601312543476486,4.22860901460386,4.176554398543407,4.121310510341283,4.063831072019029,4.004903182294112,3.9451766717840777,3.8851871862663288,3.8253747146881723,3.766098716968846,3.7076506454444007,3.650264419123104,3.594125255331856,4.216505145423458,4.156728143807213,4.097240772310391,4.0382604442385075,3.979970776802027,3.9225257498281136,3.8660533437218385,3.8106587351426002,3.756427113412954,3.7034261689107852,3.651708295675089,3.601312543476486
2012-01-01,3.5619222530909815,3.5104950080302713,3.460275717112313,3.4113423883104366,3.363754257163606,3.3175542906741073,3.2727713967268848,3.229422375383121,3.187513643084473,3.147042756268244,3.107999757143084,3.070368361312254,3.5322647597801984,3.455726714392881,3.3843235138461814,3.3176003978220825,3.255157931231581,3.1966437631677174,3.1417457723904545,3.0901863075657148,3.041717323409094,2.996116265111098,2.953182583984508,2.9127347875482323,3.5619222530909815,3.5104950080302713,3.460275717112313,3.4113423883104366,3.363754257163606,3.3175542906741073,3.2727713967268848,3.229422375383121,3.187513643084473,3.147042756268244,3.107999757143084,3.070368361312254
2012-02-01,3.315504910358192,3.264764223388718,3.2170429124630564,3.172073154958746,3.1296166351564314,3.089461572505534,3.0514198434731523,3.0153242821272586,2.981026202385734,2.948393158095487,2.9173069405274408,2.8876618030005945,3.328038560354596,3.2857818386894473,3.2432148512387746,3.200704399954792,3.1585613801603603,3.117042939644392,3.0763570928255453,3.036668305820828,2.9981032349022216,2.960756190858425,2.9246941269760622,2.8899610757267675,3.315504910358192,3.264764223388718,3.2170429124630564,3.172073154958746,3.1296166351564314,3.089461572505534,3.0514198434731523,3.0153242821272586,2.981026202385734,2.948393158095487,2.9173069405274408,2.8876618030005945
2012-03-01,3.413154562954862,3.3583037489898375,3.3060265716898187,3.2561940542586547,3.2086845298246223,3.163383136019667,3.1201813431111325,3.0789765175770714,3.0396715212261176,3.0021743446714426,2.9663977731240503,2.9322590819878025,3.3813370540027647,3.299242765332685,3.2236877566605413,3.1540229299366467,3.089680381208586,3.0301609959513476,2.9750241704066753,2.923879298962511,2.876378713363215,2.8322118085134242,2.791100135597651,2.752793283603871,3.413154562954862,3.3583037489898375,3.3060265716898187,3.2561940542586547,3.2086845298246223,3.163383136019667,3.1201813431111325,3.0789765175770714,3.0396715212261176,3.0021743446714426,2.9663977731240503,2.9322590819878025
2012-04-01,2.960419504989285,2.919917144497739,2.8824289031128627,2.8476447723145597,2.8152936639840216,2.7851377744040713,2.7569679277531733,2.730599679931765,2.7058700265700435,2.6826346006706823,2.6607652734479883,2.6401480914100874,2.906380751890417,2.820894222924801,2.7461842307524265,2.6808000439075945,2.623477351959038,2.573121343352976,2.5287878080421287,2.489664426042329,2.4550533120538605,2.4243552732669933,2.397055901960759,2.3727134489122657,2.960419504989285,2.919917144497739,2.8824289031128627,2.8476447723145597,2.8152936639840216,2.7851377744040713,2.7569679277531733,2.730599679931765,2.7058700265700435,2.6826346006706823,2.6607652734479883,2.6401480914100874
2012-05-01,2.636427344439713,2.6002729017821617,2.567756536011924,2.538485853371216,2.512110977339349,2.4883201755464546,2.4668358635943872,2.4474109732669853,2.4298256668585276,2.41388437581019,2.399413139978539,2.386257223218928,2.584835636328343,2.5064728231017073,2.4395596048941166,2.3823929911806854,2.3335301987144197,2.291747961174441,2.2560082858474497,2.22542965059402,2.199262776139522,2.1768702392815547,2.157709307909554,2.141317478144365,2.636427344439713,2.6002729017821617,2.567756536011924,2.538485853371216,2.512110977339349,2.4883201755464546,2.4668358635943872,2.4474109732669853,2.4298256668585276,2.41388437581019,2.399413139978539,2.386257223218928
2012-06-01,2.333922258160668,2.31289760503119,2.2945681222989296,2.278627056767632,2.2648004353801734,2.2528438312522376,2.242539354228976,2.2336928950774286,2.226131625995063,2.2197017466968694,2.2142664591170726,2.209704151447921,2.289208278997732,2.2331325757101013,2.187716123272878,2.151217829898956,2.1221589052498016,2.0992873645710586,2.0815460554408496,2.0680443674832736,2.0580335110280865,2.050885107523366,2.046072770244508,2.043156336039631,2.333922258160668,2.31289760503119,2.2945681222989296,2.278627056767632,2.2648004353801734,2.2528438312522376,2.242539354228976,2.2336928950774286,2.226131625995063,2.2197017466968694,2.2142664591170726,2.209704151447921
2012-07-01,2.451115004103415,2.438132752866335,2.426053447208999,2.4147571194510045,2.404153527802541,2.3941722565128516,2.3847565622294304,2.3758594605234125,2.3674411708241307,2.359467399090891,2.351908147546734,2.3447368637471677,2.377417078355576,2.305048821948225,2.245747873408585,2.1975111817096105,2.158610110225058,2.127558080552525,2.10308110326016,2.0840909524374247,2.069660912461392,2.0590040427298844,2.0514538703780167,2.046447377240704,2.451115004103415,2.438132752866335,2.426053447208999,2.4147571194510045,2.404153527802541,2.3941722565128516,2.3847565622294304,2.3758594605234125,2.3674411708241307,2.359467399090891,2.351908147546734,2.3447368637471677
2012-08-01,2.4413157744740084,2.431175034959437,2.4215857439056276,2.4125250173428974,2.403967180520871,2.3958853645469746,2.388252533940565,2.381042140041484,2.3742285267665895,2.367787171629525,2.3616948169012746,2.355929527560906,2.3956600135199784,2.3486547281222494,2.309525874651959,2.2770193151355955,2.250073937301229,2.2277921600396478,2.2094154383141635,2.1943035319823023,2.181916795291947,2.17180099482013,2.163574293670792,2.1569161108908186,2.4413157744740084,2.431175034959437,2.4215857439056276,2.4125250173428974,2.403967180520871,2.3958853645469746,2.388252533940565,2.381042140041484,2.3742285267665895,2.367787171629525,2.3616948169012746,2.355929527560906
2012-09-01,2.220634000195456,2.2179165268311647,2.216114843347521,2.2149929564537265,2.2143709878397604,2.2141122413000196,2.214113258150543,2.2142961460698936,2.214602650117049,2.2149895658200034,2.2154251898805892,2.2158865750368344,2.1711166577986374,2.128394202798977,2.094703318243115,2.0685638298692397,2.0487028776864227,2.0340337188453455,2.0236338595993395,2.016723953510822,2.012648249352586,2.0108569529091715,2.0108906072483075,2.012366442647057,2.220634000195456,2.2179165268311647,2.216114843347521,2.2149929564537265,2.2143709878397604,2.2141122413000196,2.214113258150543,2.2142961460698936,2.214602650117049,2.2149895658200034,2.2154251898805892,2.2158865750368344
2012-10-01,2.627769845817097,2.610961954168179,2.5949063498714455,2.579488920354428,2.5646344011563484,2.550293391659056,2.536433663441003,2.5230342786718962,2.5100815799359166,2.4975664461834137,2.485482417068586,2.473824419489695,2.5731159155487147,2.5111838227100067,2.4582672545465276,2.41309440119604,2.3745520270986296,2.34167280239195,2.3136208819273607,2.2896771426780624,2.2692249385038172,2.251736853875212,2.236762688881913,2.223918749184878,2.627769845817097,2.610961954168179,2.5949063498714455,2.579488920354428,2.5646344011563484,2.550293391659056,2.536433663441003,2.5230342786718962,2.5100815799359166,2.4975664461834137,2.485482417068586,2.473824419489695
2012-11-01,2.730581787952909,2.712783597559202,2.695066627812965,2.677490876574801,2.6601194978001113,2.6430131361054796,2.626226889973413,2.609808863486246,2.5937996730346944,2.5782325193256255,2.56313358304342,2.548522593517892,2.632009224002644,2.5347042450289967,2.453485890754482,2.3857928686815453,2.3294560706877654,2.2826432884300023,2.2438097788708924,2.2116549012835613,2.1850845802634056,2.1631791133120912,2.1451657442822407,2.1303954070936433,2.730581787952909,2.712783597559202,2.695066627812965,2.677490876574801,2.6601194978001113,2.6430131361054796,2.626226889973413,2.609808863486246,2.5937996730346944,2.5782325193256255,2.56313358304342,2.548522593517892
2012-12-01,2.596546901188476,2.5670126054913487,2.5400585786802985,2.515507377984825,2.4931740338685744,2.472876571535326,2.45444141600509,2.437705927275539,2.422519338900496,2.4087428221252254,2.3962490850920513,2.384921739015232,2.533248775164164,2.4541008520051646,2.388636621538384,2.334573876742415,2.290006736127594,2.2533440931413677,2.2232578563736,2.198639551174458,2.1785640034034834,2.1622589910889096,2.149079907858404,2.1384886248960018,2.596546901188476,2.5670126054913487,2.5400585786802985,2.515507377984825,2.4931740338685744,2.472876571535326,2.45444141600509,2.437705927275539,2.422519338900496,2.4087428221252254,2.3962490850920513,2.384921739015232
2013-01-01,2.6139777777957245,2.5873197119137417,2.562650711815676,2.5398743371860606,2.518885342180159,2.4995743137002124,2.481831008627944,2.465546726062335,2.4506159589188323,2.436937506018153,2.4244151807774084,2.412958219707047,2.5491438596248654,2.4700801249321342,2.4034340580211273,2.3473893103819936,2.3003746535945795,2.261039159446058,2.2282261168332353,2.2009478774554276,2.1783626993349814,2.1597540205487893,2.144512242096258,2.1321189108056435,2.6139777777957245,2.5873197119137417,2.562650711815676,2.5398743371860606,2.518885342180159,2.4995743137002124,2.481831008627944,2.465546726062335,2.4506159589188323,2.436937506018153,2.4244151807774084,2.412958219707047
2013-02-01,2.764401590310407,2.698582151143528,2.6405551095528006,2.5893879887093845,2.5442811688241207,2.504541621733366,2.4695639829827556,2.438816382036589,2.4118294719975717,2.3881876933133603,2.367522155543241,2.3495047311637136,2.715342453348043,2.6111410086837936,2.5233118719654093,2.4492052061527048,2.3866264300515674,2.33375478811883,2.2890758661544504,2.2513264436253015,2.2194496947264097,2.192558850591908,2.1699076960013994,2.1508665599771137,2.764401590310407,2.698582151143528,2.6405551095528006,2.5893879887093845,2.5442811688241207,2.504541621733366,2.4695639829827556,2.438816382036589,2.4118294719975717,2.3881876933133603,2.367522155543241,2.3495047311637136
2013-03-01,2.78784078797003,2.7483344519802007,2.7116240047968256,2.6776333202150178,2.646259563667821,2.6173796007689076,2.590856675512199,2.566546330555717,2.5443012281279884,2.5239748567882914,2.50542424849579,2.488511875257106,2.7025975881306175,2.59691531746887,2.5091496385024255,2.4361306081169958,2.375310460087811,2.324622106451968,2.2823759818341456,2.247182876869899,2.217894981481554,2.1935600710914427,2.173385423123512,2.1567090913727323,2.78784078797003,2.7483344519802007,2.7116240047968256,2.6776333202150178,2.646259563667821,2.6173796007689076,2.590856675512199,2.566546330555717,2.5443012281279884,2.5239748567882914,2.50542424849579,2.488511875257106
2013-04-01,2.3679196742992756,2.3442495684476325,2.324261973670169,2.3074685555182968,2.293445397451449,2.281824714167344,2.2722872224938273,2.2645554011338045,2.258387664302041,2.253573382015356,2.2499286457960643,2.2472926730411915,2.2918415458955588,2.209461684240658,2.144499125497634,2.0935915506232448,2.0540333924327556,2.0236412639807395,2.0006491853382253,1.9836261418087815,1.9714107402455283,1.9630591510334099,1.9578034774239754,1.955018365261959,2.3679196742992756,2.3442495684476325,2.324261973670169,2.3074685555182968,2.293445397451449,2.281824714167344,2.2722872224938273,2.2645554011338045,2.258387664302041,2.253573382015356,2.2499286457960643,2.2472926730411915
2013-05-01,2.688892122045646,2.6681233180338046,2.6486720600872333,2.630418366433765,2.613273030364797,2.5971631231882855,2.582024723961756,2.5677993877055654,2.554432500092645,2.5418725495147667,2.5300708199035045,2.518981257615207,2.584079938635382,2.482108928529555,2.4003764607753153,2.3350009545770236,2.282866431735075,2.241459275253175,2.208744575795785,2.1830706732477774,2.163094399854692,2.147721910212976,2.1360614813532424,2.127385643967388,2.688892122045646,2.6681233180338046,2.6486720600872333,2.630418366433765,2.613273030364797,2.5971631231882855,2.582024723961756,2.5677993877055654,2.554432500092645,2.5418725495147667,2.5300708199035045,2.518981257615207
