,"GNAR(p,1)","GNAR(p,1)","GNAR(p,1)","GNAR(p,1)","GNAR(p,1)","GNAR(p,1)","GNAR(p,1)","GNAR(p,1)","GNAR(p,1)","GNAR(p,1)","GNAR(p,1)","GNAR(p,1)","GNAR(p,2)","GNAR(p,2)","GNAR(p,2)","GNAR(p,2)","GNAR(p,2)","GNAR(p,2)","GNAR(p,2)","GNAR(p,2)","GNAR(p,2)","GNAR(p,2)","GNAR(p,2)","GNAR(p,2)","GNAR(p,s)","GNAR(p,s)","GNAR(p,s)","GNAR(p,s)","GNAR(p,s)","GNAR(p,s)","GNAR(p,s)","GNAR(p,s)","GNAR(p,s)","GNAR(p,s)","GNAR(p,s)","GNAR(p,s)"
,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-01,4.181551684166132,4.114457770626622,4.045290874659312,3.97473265605506,3.9033841077478493,3.8317691088929333,3.7603397427542173,3.6894824150937406,3.6195241876880866,3.5507389826687943,3.4833534653603726,3.417552507972313,4.191458076474854,4.132901980293489,4.071193376524434,4.007236028344411,3.9418036769979823,3.875555820684796,3.8090516964497576,3.742762671304148,3.6770832199781243,3.612340645083532,3.548803677974425,3.486690083668478,4.181551684166132,4.114457770626622,4.045290874659312,3.97473265605506,3.9033841077478493,3.8317691088929333,3.7603397427542173,3.6894824150937406,3.6195241876880866,3.5507389826687943,3.4833534653603726,3.417552507972313
2011-07-01,4.470094467060593,4.4513096858209185,4.42449268476093,4.391011438717292,4.352060694869785,4.308681932989782,4.261781084885913,4.2121442753143565,4.160451809886862,4.107290606293468,4.053165241168738,3.998507764740128,4.487907214682215,4.4911929764194305,4.489564103149677,4.483477786833236,4.4733931277507,4.4597536974862635,4.442978453076136,4.423457497625637,4.401550634624816,4.3775875119091285,4.351868648184416,4.324666926636211,4.470094467060593,4.4513096858209185,4.42449268476093,4.391011438717292,4.352060694869785,4.308681932989782,4.261781084885913,4.2121442753143565,4.160451809886862,4.107290606293468,4.053165241168738,3.998507764740128
2011-08-01,4.4366778899015795,4.411761817733712,4.380867326948113,4.345099486962846,4.305416505550005,4.262647762222111,4.2175096035247215,4.170619199647046,4.122506715927729,4.073626015461133,4.024364078157086,3.975049295880784,4.37069464289488,4.286405531281137,4.202163423106725,4.118540237639806,4.0360078496069915,3.9549518051216417,3.875683243447889,3.798449271064129,3.723441994819206,3.650806390018816,3.5806471542610647,3.5130346771034375,4.4366778899015795,4.411761817733712,4.380867326948113,4.345099486962846,4.305416505550005,4.262647762222111,4.2175096035247215,4.170619199647046,4.122506715927729,4.073626015461133,4.024364078157086,3.975049295880784
2011-09-01,5.060735787319476,4.995265961122339,4.926894513596117,4.856332405361605,4.784202081581171,4.711046614675044,4.637338002969916,4.563484702160013,4.489838454581912,4.41670047397162,4.3443270384039865,4.272934540331221,5.091021745680456,5.0571302079084255,5.021071996253385,4.983141704006978,4.943639137449561,4.90285061369222,4.861040497495319,4.818448271282158,4.775288482130489,4.731752086162016,4.688008382427693,4.644207108706148,5.060735787319476,4.995265961122339,4.926894513596117,4.856332405361605,4.784202081581171,4.711046614675044,4.637338002969916,4.563484702160013,4.489838454581912,4.41670047397162,4.3443270384039865,4.272934540331221
2011-10-01,4.947992541595843,4.892472660089137,4.834161025007622,4.773696825221274,4.711644507789872,4.648500269058351,4.5846982405405505,4.520616330421702,4.456581697062839,4.392875843533865,4.329739332121048,4.267376125285941,4.98453976071662,4.9644641186813505,4.9405560217040705,4.913488599241283,4.883835416477156,4.852082747778377,4.818641859265089,4.783860345285124,4.748032139475276,4.711406124524828,4.674193414996891,4.636573453184505,4.947992541595843,4.892472660089137,4.834161025007622,4.773696825221274,4.711644507789872,4.648500269058351,4.5846982405405505,4.520616330421702,4.456581697062839,4.392875843533865,4.329739332121048,4.267376125285941
2011-11-01,4.70974517241258,4.654293448283767,4.596252923480005,4.536246379962719,4.47482275000889,4.412463574522016,4.34958915777448,4.286564378614501,4.223704134299757,4.16127840597702,4.099516944794296,4.0386135851459635,4.748026790776915,4.7283218805398235,4.703792474293145,4.675298194344316,4.643572271492021,4.6092381115086685,4.572824762790161,4.534780763605445,4.495486232012038,4.455263258276203,4.414384750926221,4.373081920967404,4.70974517241258,4.654293448283767,4.596252923480005,4.536246379962719,4.47482275000889,4.412463574522016,4.34958915777448,4.286564378614501,4.223704134299757,4.16127840597702,4.099516944794296,4.0386135851459635
2011-12-01,4.221888584042048,4.168741867868177,4.116869073469403,4.066254629176159,4.016877335578306,3.9687126559466073,3.9217342506520225,3.875914988282747,3.8312275970717686,3.78764507127661,3.7451409125021344,3.7036892614913075,4.20906158438666,4.142417491393369,4.076674430497956,4.0120530687641685,3.9487200133991545,3.886799831873689,3.826384067625517,3.7675380781726386,3.7103062827484754,3.6547162381170253,3.600781842597264,3.548505884570514,4.221888584042048,4.168741867868177,4.116869073469403,4.066254629176159,4.016877335578306,3.9687126559466073,3.9217342506520225,3.875914988282747,3.8312275970717686,3.78764507127661,3.7451409125021344,3.7036892614913075
2012-01-01,3.5665160170830856,3.5201087969074383,3.475206479414302,3.4317719678873155,3.389763873508271,3.3491386277464574,3.309851895292054,3.271859500728543,3.2351180193769373,3.199585138136391,3.165219860489306,3.1319826074155364,3.5363014774878483,3.463106769058494,3.3944920448800233,3.3301146066550773,3.2696644577939846,3.2128596965945437,3.159442973325169,3.1091786573902302,3.0618504991024875,3.017259651857471,2.9752229685970333,2.935571515227781,3.5665160170830856,3.5201087969074383,3.475206479414302,3.4317719678873155,3.389763873508271,3.3491386277464574,3.309851895292054,3.271859500728543,3.2351180193769373,3.199585138136391,3.165219860489306,3.1319826074155364
2012-02-01,3.328344325347576,3.288517471776688,3.2500562037519702,3.2129231620042527,3.17707609056745,3.1424705010725646,3.1090614059970987,3.076804412516995,3.04565638153667,3.0155757947737905,2.986522929149084,2.958459906963887,3.309287214593498,3.2529057492106785,3.2000644471589563,3.150452933310669,3.1037989790525664,3.059862362309348,3.018429971917768,2.9793118407743973,2.9423378892956245,2.9073552237637434,2.874225875963364,2.8428248989593743,3.328344325347576,3.288517471776688,3.2500562037519702,3.2129231620042527,3.17707609056745,3.1424705010725646,3.1090614059970987,3.076804412516995,3.04565638153667,3.0155757947737905,2.986522929149084,2.958459906963887
2012-03-01,3.4257221534612445,3.3823793360208683,3.3406267699818564,3.3004022703398816,3.2616439558318016,3.2242914202427184,3.1882864238993918,3.153573262613839,3.1200989235439396,3.0878131036839402,3.0566681429295297,3.0266189069843352,3.3586800082066617,3.254828423817733,3.15873996039368,3.0699724644488766,2.9880794804676114,2.9126207627490786,2.8431688198548963,2.779312898326797,2.7206612936454304,2.6668425557376585,2.6175059566034515,2.572321462031464,3.4257221534612445,3.3823793360208683,3.3406267699818564,3.3004022703398816,3.2616439558318016,3.2242914202427184,3.1882864238993918,3.153573262613839,3.1200989235439396,3.0878131036839402,3.0566681429295297,3.0266189069843352
